25;Horné Breziny;48.509369096751115;19.085161685943604;100
24;Dolné Breziny;48.51675359171853;19.083670377731323;120
23;Breziny;48.51354832715292;19.082930088043213;134
22;Horný Tisovník;48.41608554462957;19.362823963165283;215
21;Stará Huta;48.47425848734551;19.344263076782227;333
20;Vígľašská Huta-Kalinka;48.494084962649076;19.278903007507324;364
19;Klokoč;48.50209015836748;19.33919906616211;508
18;Slatinské Lazy;48.49953090821857;19.29969549179077;499
17;Detva;48.54309161983628;19.408206939697266;15062
16;Pstruša;48.553134401755926;19.31344985961914;350
15;Vígľaš;48.55536428233395;19.28926706314087;1397
14;Zvolenská Slatina;48.56404141714339;19.258689880371094;2807
13;Dúbravy;48.587338760987365;19.369347095489502;947
12;Očová;48.60252381245229;19.290833473205566;2611
11;Čerín;48.659476717882605;19.24527883529663;449
10;Sebedín-Bečov;48.6490155916349;19.242467880249023;381
9;Zolná;48.597869440653255;19.222640991210938;423
8;Lukové;48.603744095069324;19.193694591522217;120
7;Lieskovec;48.57575531769432;19.18959617614746;1433
6;Lukavica;48.641246304940275;19.20781373977661;155
5;Sampor;48.62924267299083;19.200217723846436;87
4;Veľká Lúka;48.629136307905554;19.16818141937256;517
3;Sliač;48.61455507873008;19.142303466796875;5008
2;Kováčová;48.60229677987537;19.10273551940918;1524
1;Zvolen;48.57779964763789;19.125652313232422;43311
26;Podzámčok;48.50159253651377;19.10625457763672;471
27;Dobrá Niva;48.472352234199555;19.103336334228516;1864
28;Sása;48.4343260243522;19.132347106933594;960
29;Podskalka;48.46301909572347;19.145779609680176;20
30;Bzovská Lehôtka;48.41382104711405;19.131145477294922;138
31;Pliešovce;48.42487197929987;19.155263900756836;2112
32;Zaježová;48.45879300970855;19.220666885375977;200
33;Babiná;48.434212130662736;19.090890884399414;524
34;Krupina;48.35453797366513;19.068145751953125;8035
35;Budča;48.57263187620575;19.065914154052734;1275
36;Turová;48.59877764443702;19.05308246612549;387
37;Tŕnie;48.605446765729745;19.033212661743164;332
38;Kašova Lehôtka;48.61679643654849;19.035015106201172;50
39;Budička;48.59968583189266;19.0218722820282;50
40;Železná Breznica;48.61588855676401;19.011754989624023;451
41;ŽB-Huta;48.60302753733834;19.007796049118042;100
42;Hronská Breznica;48.56780435981353;18.997249603271484;269
43;Hronská Dúbrava;48.58969487182209;19.000468254089355;417
44;Kozelník;48.51275230984203;18.998944759368896;185
45;Banská Belá;48.475026658666046;18.93665313720703;1240
46;Banská Štiavnica;48.45607503786037;18.89871597290039;10387
47;Ostrá Lúka;48.545194092728316;19.0517520904541;288
48;Bacúrov;48.51950384555248;19.058876037597656;153
49;Dubové;48.50406637978778;19.04582977294922;260
50;Michalková;48.51054187476792;19.15293574333191;37
51;Sielnica;48.63392960512296;19.109344482421875;1339
